CODE,DESCRIPTION,NON-FACILITY GLOBAL FEE,FACILITY GLOBAL FEE,PROFESSIONAL COMPONENT FEE,BR,PA,FU DAYS,CHANGE
28735,"ARTHRODESIS, MIDTARSAL OR TARSOMETATARSA",465.49,387.91,NA,NA,0,90,NA
28737,"ARTHRODESIS, WITH TENDON LENGTHENING AND",412.58,343.82,NA,NA,0,90,NA
28740,"ARTHRODESIS, MIDTARSAL OR TARSOMETATARSA",480.31,305.1,NA,NA,0,90,NA
28750,"ARTHRODESIS, GREAT TOE; METATARSOPHALANG",475.26,292.07,NA,NA,0,90,NA
28755,"ARTHRODESIS, GREAT TOE; INTERPHALANGEAL",276.79,166.47,NA,NA,0,90,NA
28760,"ARTHRODESIS, WITH EXTENSOR HALLUCIS LONG",425.49,282.18,NA,NA,0,90,NA
28800,"AMPUTATION, FOOT; MIDTARSAL (EG, CHOPART",335.31,279.43,NA,NA,0,90,NA
28805,"AMPUTATION, FOOT; TRANSMETATARSAL",424.57,353.81,NA,NA,0,90,NA
28810,"AMPUTATION, METATARSAL, WITH TOE, SINGLE",257.42,214.52,NA,NA,0,90,NA
28820,"AMPUTATION, TOE; METATARSOPHALANGEAL JOI",300.62,169.92,NA,NA,0,90,NA
28825,"AMPUTATION, TOE; INTERPHALANGEAL JOINT",260.77,140.19,NA,NA,0,90,NA
28899,"UNLISTED PROCEDURE, FOOT OR TOES",NA,NA,NA,BR,0,0,NA
29000,APPLICATION OF HALO TYPE BODY CAST (SEE,140.99,80.57,NA,NA,0,0,NA
29010,"APPLICATION OF RISSER JACKET, LOCALIZER,",146.32,78.24,NA,NA,0,0,NA
29015,"APPLICATION OF RISSER JACKET, LOCALIZER,",136.39,78.59,NA,NA,0,0,NA
29035,"APPLICATION OF BODY CAST, SHOULDER TO HI",132.52,66.75,NA,NA,0,0,NA
29040,"APPLICATION OF BODY CAST, SHOULDER TO HI",123.91,73.52,NA,NA,0,0,NA
29044,"APPLICATION OF BODY CAST, SHOULDER TO HI",143.98,77.33,NA,NA,0,0,NA
29046,"APPLICATION OF BODY CAST, SHOULDER TO HI",153.56,89.82,NA,NA,0,0,NA
29049,"APPLICATION, CAST; FIGURE-OF-EIGHT",50.77,28.98,NA,NA,0,0,NA
29055,"APPLICATION, CAST; SHOULDER SPICA",114.49,63.62,NA,NA,0,0,NA
29058,"APPLICATION, CAST; PLASTER VELPEAU",65.17,39.75,NA,NA,0,0,NA
29065,"APPLICATION, CAST; SHOULDER TO HAND (LON",53.21,32.65,NA,NA,0,0,NA
29075,"APPLICATION, CAST; ELBOW TO FINGER (SHOR",49.44,29.31,NA,NA,0,0,NA
29085,"APPLICATION, CAST; HAND AND LOWER FOREAR",52.24,31.03,NA,NA,0,0,NA
29086,"APPLICATION, CAST; FINGER (EG, CONTRACTU",39.42,22.6,NA,NA,0,0,NA
29105,APPLICATION OF LONG ARM SPLINT (SHOULDER,49.09,27.78,NA,NA,0,0,NA
29125,APPLICATION OF SHORT ARM SPLINT (FOREARM,37.99,19.76,NA,NA,0,0,NA
29126,APPLICATION OF SHORT ARM SPLINT (FOREARM,44.65,24.08,NA,NA,0,0,NA
29305,APPLICATION OF HIP SPICA CAST; ONE LEG,130.81,75.17,NA,NA,0,0,NA
29325,APPLICATION OF HIP SPICA CAST; ONE AND O,140.68,83.19,NA,NA,0,0,NA
29345,APPLICATION OF LONG LEG CAST (THIGH TO T,76.22,48.76,NA,NA,0,0,NA
29355,APPLICATION OF LONG LEG CAST (THIGH TO T,77.98,52.06,NA,NA,0,0,NA
29358,APPLICATION OF LONG LEG CAST BRACE,85.02,65,NA,NA,0,0,NA
29365,APPLICATION OF CYLINDER CAST (THIGH TO A,68.46,42.29,NA,NA,0,0,NA
29405,APPLICATION OF SHORT LEG CAST (BELOW KNE,50.54,31.25,NA,NA,0,0,NA
29425,APPLICATION OF SHORT LEG CAST (BELOW KNE,54.26,34.35,NA,NA,0,0,NA
29435,APPLICATION OF PATELLAR TENDON BEARING (,66.49,41.67,NA,NA,0,0,NA
29440,ADDING WALKER TO PREVIOUSLY APPLIED CAST,29.87,16.49,NA,NA,0,0,NA
29445,APPLICATION OF RIGID TOTAL CONTACT LEG C,83.8,54.24,NA,NA,0,0,NA
29450,APPLICATION OF CLUBFOOT CAST WITH MOLDIN,86.12,60.7,NA,NA,0,0,NA
29505,APPLICATION OF LONG LEG SPLINT (THIGH TO,43.75,22.51,NA,NA,0,0,NA
29515,APPLICATION OF SHORT LEG SPLINT (CALF TO,39.25,23.48,NA,NA,0,0,NA
29580,STRAPPING; UNNA BOOT,29.43,17.56,NA,NA,0,0,NA
29581,APPLICATION OF MULTI-LAYER COMPRESSION S,54.82,16.34,NA,NA,0,0,NA
29584,APPLICATION OF MULTI-LAYER COMPRESSION S,32.04,26.7,NA,NA,0,0,NA
29700,"REMOVAL OR BIVALVING; GAUNTLET, BOOT OR",36.02,16.49,NA,NA,0,0,NA
29705,REMOVAL OR BIVALVING; FULL ARM OR FULL L,37.89,22.96,NA,NA,0,0,NA
29710,REMOVAL OR BIVALVING; SHOULDER OR HIP SP,67.03,39.45,NA,NA,0,0,NA
29720,"REPAIR OF SPICA, BODY CAST OR JACKET",45.15,21.42,NA,NA,0,0,NA
29730,WINDOWING OF CAST,36.94,21.97,NA,NA,0,0,NA
29740,WEDGING OF CAST (EXCEPT CLUBFOOT CASTS),53.81,32.33,NA,NA,0,0,NA
29750,WEDGING OF CLUBFOOT CAST,56.53,36.65,NA,NA,0,0,NA
29799,"UNLISTED PROCEDURE, CASTING OR STRAPPING",NA,NA,NA,BR,0,0,NA
29800,"ARTHROSCOPY, TEMPOROMANDIBULAR JOINT, DI",302.4,252,NA,NA,0,90,NA
29804,"ARTHROSCOPY, TEMPOROMANDIBULAR JOINT, SU",372.64,310.54,NA,NA,0,90,NA
29805,"ARTHROSCOPY, SHOULDER, DIAGNOSTIC, WITH",271.84,226.53,NA,NA,0,90,NA
29806,"ARTHROSCOPY, SHOULDER, SURGICAL; CAPSULO",613.62,511.35,NA,NA,0,90,NA
29807,"ARTHROSCOPY, SHOULDER, SURGICAL; REPAIR",598.39,498.66,NA,NA,0,90,NA
29819,"ARTHROSCOPY, SHOULDER, SURGICAL; WITH RE",339.14,282.62,NA,NA,0,90,NA
29820,"ARTHROSCOPY, SHOULDER, SURGICAL; SYNOVEC",312.98,305,NA,NA,0,90,NA
29821,"ARTHROSCOPY, SHOULDER, SURGICAL; SYNOVEC",341.94,305,NA,NA,0,90,NA
29822,"ARTHROSCOPY, SHOULDER, SURGICAL; DEBRIDE",332.81,277.34,NA,NA,0,90,NA
29823,"ARTHROSCOPY, SHOULDER, SURGICAL; DEBRIDE",363.32,302.77,NA,NA,0,90,NA
29824,"ARTHROSCOPY, SHOULDER, SURGICAL; DISTAL",384.97,320.81,NA,NA,0,90,NA
29825,"ARTHROSCOPY, SHOULDER, SURGICAL; WITH LY",338.89,282.41,NA,NA,0,90,NA
29826,"ARTHROSCOPY, SHOULDER, SURGICAL; DECOMPR",388.34,323.62,NA,NA,0,0,NA
29827,"ARTHROSCOPY, SHOULDER, SURGICAL; WITH RO",631.82,526.52,NA,NA,0,90,NA
29828,"ARTHROSCOPY, SHOULDER, SURGICAL; BICEPS",515.39,429.5,NA,NA,0,90,NA
29830,"ARTHROSCOPY, ELBOW, DIAGNOSTIC, WITH OR",261.74,218.12,NA,NA,0,90,NA
29834,"ARTHROSCOPY, ELBOW, SURGICAL; WITH REMOV",285,237.5,NA,NA,0,90,NA
29835,"ARTHROSCOPY, ELBOW, SURGICAL; SYNOVECTOM",305,305,NA,NA,0,90,NA
29836,"ARTHROSCOPY, ELBOW, SURGICAL; SYNOVECTOM",334.51,305,NA,NA,0,90,NA
29837,"ARTHROSCOPY, ELBOW, SURGICAL; DEBRIDEMEN",305.68,254.73,NA,NA,0,90,NA
29838,"ARTHROSCOPY, ELBOW, SURGICAL; DEBRIDEMEN",342.26,285.22,NA,NA,0,90,NA
29840,"ARTHROSCOPY, WRIST, DIAGNOSTIC, WITH OR",255.44,212.87,NA,NA,0,90,NA
29843,"ARTHROSCOPY, WRIST, SURGICAL; FOR INFECT",272.88,227.4,NA,NA,0,90,NA
29844,"ARTHROSCOPY, WRIST, SURGICAL; SYNOVECTOM",305,305,NA,NA,0,90,NA
29845,"ARTHROSCOPY, WRIST, SURGICAL; SYNOVECTOM",325.45,305,NA,NA,0,90,NA
29846,"ARTHROSCOPY, WRIST, SURGICAL; EXCISION A",300.42,250.35,NA,NA,0,90,NA
29847,"ARTHROSCOPY, WRIST, SURGICAL; INTERNAL F",345,345,NA,NA,0,90,NA
29848,"ENDOSCOPY, WRIST, SURGICAL, WITH RELEASE",280.42,233.69,NA,NA,0,90,NA
29850,ARTHROSCOPICALLY AIDED TREATMENT OF INTE,315.02,262.52,NA,NA,0,90,NA
29851,ARTHROSCOPICALLY AIDED TREATMENT OF INTE,541.49,451.24,NA,NA,0,90,NA
29855,ARTHROSCOPICALLY AIDED TREATMENT OF TIBI,455.39,379.49,NA,NA,0,90,NA
29856,ARTHROSCOPICALLY AIDED TREATMENT OF TIBI,580.43,483.7,NA,NA,0,90,NA
29860,"ARTHROSCOPY, HIP, DIAGNOSTIC WITH OR WIT",373.5,311.25,NA,NA,0,90,NA
29861,"ARTHROSCOPY, HIP, SURGICAL; WITH REMOVAL",407.79,339.83,NA,NA,0,90,NA
29862,"ARTHROSCOPY, HIP, SURGICAL; WITH DEBRIDE",458.85,382.38,NA,NA,0,90,NA
29863,"ARTHROSCOPY, HIP, SURGICAL; WITH SYNOVEC",452.63,377.2,NA,NA,0,90,NA
29866,"ARTHROSCOPY, KNEE, SURGICAL; OSTEOCHONDR",605.57,504.64,NA,NA,0,90,NA
29867,"ARTHROSCOPY, KNEE, SURGICAL; OSTEOCHONDR",732.2,610.17,NA,NA,0,90,NA
29868,"ARTHROSCOPY, KNEE, SURGICAL; MENISCAL TR",982.43,818.7,NA,NA,0,90,NA
29870,"ARTHROSCOPY, KNEE, DIAGNOSTIC, WITH OR W",234.86,195.72,NA,NA,0,90,NA
29871,"ARTHROSCOPY, KNEE, SURGICAL; FOR INFECTI",294.86,245.72,NA,NA,0,90,NA
29873,"ARTHROSCOPY, KNEE, SURGICAL; WITH LATERA",297.45,247.88,NA,NA,0,90,NA
29874,"ARTHROSCOPY, KNEE, SURGICAL; FOR REMOVAL",307.09,255.91,NA,NA,0,90,NA
29875,"ARTHROSCOPY, KNEE, SURGICAL; SYNOVECTOMY",305,305,NA,NA,0,90,NA
29876,"ARTHROSCOPY, KNEE, SURGICAL; SYNOVECTOMY",371.42,309.52,NA,NA,0,90,NA
29877,"ARTHROSCOPY, KNEE, SURGICAL; DEBRIDEMENT",351.66,293.05,NA,NA,0,90,NA
29879,"ARTHROSCOPY, KNEE, SURGICAL; ABRASION AR",425,425,NA,NA,0,90,NA
29880,"ARTHROSCOPY, KNEE, SURGICAL; WITH MENISC",392.62,335,NA,NA,0,90,NA
29881,"ARTHROSCOPY, KNEE, SURGICAL; WITH MENISC",366.02,305.02,NA,NA,0,90,NA
29882,"ARTHROSCOPY, KNEE, SURGICAL; WITH MENISC",395.08,329.23,NA,NA,0,90,NA
29883,"ARTHROSCOPY, KNEE, SURGICAL; WITH MENISC",485.19,404.33,NA,NA,0,90,NA
29884,"ARTHROSCOPY, KNEE, SURGICAL; WITH LYSIS",350.23,291.86,NA,NA,0,90,NA
29885,"ARTHROSCOPY, KNEE, SURGICAL; DRILLING FO",424.69,400,NA,NA,0,90,NA
29886,"ARTHROSCOPY, KNEE, SURGICAL; DRILLING FO",358.03,298.36,NA,NA,0,90,NA
29887,"ARTHROSCOPY, KNEE, SURGICAL; DRILLING FO",422.31,351.93,NA,NA,0,90,NA
29888,ARTHROSCOPICALLY AIDED ANTERIOR CRUCIATE,570.27,475.23,NA,NA,0,90,NA
29889,ARTHROSCOPICALLY AIDED POSTERIOR CRUCIAT,696.35,580.29,NA,NA,0,90,NA
29891,"ARTHROSCOPY, ANKLE, SURGICAL, EXCISION O",398.73,332.28,NA,NA,0,90,NA
29892,ARTHROSCOPICALLY AIDED REPAIR OF LARGE O,411.22,342.68,NA,NA,0,90,NA
29893,ENDOSCOPIC PLANTAR FASCIOTOMY,324.19,203.91,NA,NA,0,90,NA
29894,"ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBUL",299.42,249.52,NA,NA,0,90,NA
29895,"ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBUL",291.66,243.05,NA,NA,0,90,NA
29897,"ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBUL",305.56,254.64,NA,NA,0,90,NA
29898,"ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBUL",340.54,283.79,NA,NA,0,90,NA
29899,"ARTHROSCOPY, ANKLE (TIBIOTALAR AND FIBUL",607.58,506.32,NA,NA,0,90,NA
29900,"ARTHROSCOPY, METACARPOPHALANGEAL JOINT,",267.84,223.2,NA,NA,0,90,NA
29901,"ARTHROSCOPY, METACARPOPHALANGEAL JOINT,",295.22,246.02,NA,NA,0,90,NA
29902,"ARTHROSCOPY, METACARPOPHALANGEAL JOINT,",306.93,255.78,NA,NA,0,90,NA
29904,"ARTHROSCOPY, SUBTALAR JOINT, SURGICAL; W",346.6,288.84,NA,NA,0,90,NA
29905,"ARTHROSCOPY, SUBTALAR JOINT, SURGICAL; W",373.88,311.57,NA,NA,0,90,NA
29906,"ARTHROSCOPY, SUBTALAR JOINT, SURGICAL; W",393.81,328.18,NA,NA,0,90,NA
29907,"ARTHROSCOPY, SUBTALAR JOINT, SURGICAL; W",481.31,401.09,NA,NA,0,90,NA
29914,"ARTHROSCOPY, HIP, SURGICAL; WITH FEMOROP",480.02,400.02,NA,NA,0,90,NA
29915,"ARTHROSCOPY, HIP, SURGICAL; WITH ACETABU",489.01,407.51,NA,NA,0,90,NA
29916,"ARTHROSCOPY, HIP, SURGICAL; WITH LABRAL",489.01,407.51,NA,NA,0,90,NA
29999,"UNLISTED PROCEDURE, ARTHROSCOPY",NA,NA,NA,BR,0,0,NA
30000,"DRAINAGE ABSCESS OR HEMATOMA, NASAL, INT",131.79,55.06,NA,NA,0,10,NA
30020,"DRAINAGE ABSCESS OR HEMATOMA, NASAL SEPT",123.91,56.29,NA,NA,0,10,NA
30100,"BIOPSY, INTRANASAL",76.92,33.34,NA,NA,0,0,NA
30110,"EXCISION, NASAL POLYP(S), SIMPLE",124.61,61.59,NA,NA,0,10,NA
30115,"EXCISION, NASAL POLYP(S), EXTENSIVE",243.37,202.81,NA,NA,0,90,NA
30117,"EXCISION OR DESTRUCTION (EG, LASER), INT",456.61,157.16,NA,NA,0,90,NA
30118,"EXCISION OR DESTRUCTION (EG, LASER), INT",436.28,363.57,NA,NA,0,90,NA
30120,EXCISION OR SURGICAL PLANING OF SKIN OF,287.24,213.94,NA,NA,0,90,NA
30124,"EXCISION DERMOID CYST, NOSE; SIMPLE, SKI",159.64,133.03,NA,NA,0,90,NA
30125,"EXCISION DERMOID CYST, NOSE; COMPLEX, UN",354.99,295.83,NA,NA,0,90,NA
30130,"EXCISION INFERIOR TURBINATE, PARTIAL OR",214.8,179,NA,NA,0,90,NA
30140,"SUBMUCOUS RESECTION INFERIOR TURBINATE,",242.44,202.03,NA,NA,0,90,NA
30150,RHINECTOMY; PARTIAL,460.31,383.59,NA,NA,0,90,NA
30160,RHINECTOMY; TOTAL,456.41,380.34,NA,NA,0,90,NA
30200,"INJECTION INTO TURBINATE(S), THERAPEUTIC",62.13,29.01,NA,NA,0,0,NA
30210,DISPLACEMENT THERAPY (PROETZ TYPE),81.35,46.88,NA,NA,0,10,NA
30220,"INSERTION, NASAL SEPTAL PROSTHESIS (BUTT",158.24,59.06,NA,NA,0,10,NA
30300,"REMOVAL FOREIGN BODY, INTRANASAL; OFFICE",133.12,58.22,NA,NA,0,10,NA
30310,"REMOVAL FOREIGN BODY, INTRANASAL; REQUIR",118,98.33,NA,NA,0,10,NA
30320,"REMOVAL FOREIGN BODY, INTRANASAL; BY LAT",266.81,222.35,NA,NA,0,90,NA
30400,"RHINOPLASTY, PRIMARY; LATERAL AND ALAR C",601.37,501.14,NA,NA,1,90,NA
30410,"RHINOPLASTY, PRIMARY; COMPLETE, EXTERNAL",726.77,605.65,NA,NA,1,90,NA
30420,"RHINOPLASTY, PRIMARY; INCLUDING MAJOR SE",787.48,656.24,NA,NA,1,90,NA
30430,"RHINOPLASTY, SECONDARY; MINOR REVISION (",540.05,450.04,NA,NA,1,90,NA
30435,"RHINOPLASTY, SECONDARY; INTERMEDIATE REV",709.62,591.35,NA,NA,1,90,NA
30450,"RHINOPLASTY, SECONDARY; MAJOR REVISION (",917.27,764.4,NA,NA,1,90,NA
30460,RHINOPLASTY FOR NASAL DEFORMITY SECONDAR,446.77,372.31,NA,NA,0,90,NA
30462,RHINOPLASTY FOR NASAL DEFORMITY SECONDAR,897.39,747.83,NA,NA,1,90,NA
30465,"REPAIR OF NASAL VESTIBULAR STENOSIS (EG,",556.45,463.71,NA,NA,1,90,NA
30520,"SEPTOPLASTY OR SUBMUCOUS RESECTION, WITH",331.21,276.01,NA,NA,0,90,NA
30540,REPAIR CHOANAL ATRESIA; INTRANASAL,394.01,328.35,NA,NA,0,90,NA
30545,REPAIR CHOANAL ATRESIA; TRANSPALATINE,556.18,463.49,NA,NA,0,90,NA
30560,LYSIS INTRANASAL SYNECHIA,152.23,66.36,NA,NA,0,10,NA
30580,REPAIR FISTULA; OROMAXILLARY (COMBINE WI,353.78,239.03,NA,NA,0,90,NA
30600,REPAIR FISTULA; ORONASAL,326.75,210.76,NA,NA,0,90,NA
30620,SEPTAL OR OTHER INTRANASAL DERMATOPLASTY,351.68,293.07,NA,NA,0,90,NA
30630,REPAIR NASAL SEPTAL PERFORATIONS,353.11,294.26,NA,NA,0,90,NA
30801,"ABLATION, SOFT TISSUE OF INFERIOR TURBIN",128.59,62.04,NA,NA,0,10,NA
30802,"ABLATION, SOFT TISSUE OF INFERIOR TURBIN",163.43,87.99,NA,NA,0,10,NA
30901,"CONTROL NASAL HEMORRHAGE, ANTERIOR, SIMP",59.75,29.08,NA,NA,0,0,NA
30903,"CONTROL NASAL HEMORRHAGE, ANTERIOR, COMP",108.27,38.13,NA,NA,0,0,NA
30905,"CONTROL NASAL HEMORRHAGE, POSTERIOR, WIT",135.71,49.51,NA,NA,0,0,NA
30906,"CONTROL NASAL HEMORRHAGE, POSTERIOR, WIT",155.21,65.56,NA,NA,0,0,NA
30915,LIGATION ARTERIES; ETHMOIDAL,325.13,270.94,NA,NA,0,90,NA
30920,LIGATION ARTERIES; INTERNAL MAXILLARY AR,463.74,386.45,NA,NA,0,90,NA
30930,"FRACTURE NASAL INFERIOR TURBINATE(S), TH",69,60,NA,NA,0,10,NA
30999,"UNLISTED PROCEDURE, NOSE",NA,NA,NA,BR,0,0,NA
31000,LAVAGE BY CANNULATION; MAXILLARY SINUS (,100.46,49.68,NA,NA,0,10,NA
31002,LAVAGE BY CANNULATION; SPHENOID SINUS,115.86,96.55,NA,NA,0,10,NA
31020,"SINUSOTOMY, MAXILLARY (ANTROTOMY); INTRA",278.38,166.35,NA,NA,0,90,NA
31030,"SINUSOTOMY, MAXILLARY (ANTROTOMY); RADIC",404.65,246.96,NA,NA,0,90,NA
31032,"SINUSOTOMY, MAXILLARY (ANTROTOMY); RADIC",323.35,269.46,NA,NA,0,90,NA
31040,"PTERYGOMAXILLARY FOSSA SURGERY, ANY APPR",NA,NA,NA,BR,0,90,NA
31050,"SINUSOTOMY, SPHENOID, WITH OR WITHOUT BI",277.7,231.42,NA,NA,0,90,NA
31051,"SINUSOTOMY, SPHENOID, WITH OR WITHOUT BI",364.67,303.89,NA,NA,0,90,NA
31070,"SINUSOTOMY FRONTAL; EXTERNAL, SIMPLE (TR",245.74,204.78,NA,NA,0,90,NA
31075,"SINUSOTOMY FRONTAL; TRANSORBITAL, UNILAT",443.26,369.39,NA,NA,0,90,NA
31080,SINUSOTOMY FRONTAL; OBLITERATIVE WITHOUT,580.76,483.97,NA,NA,0,90,NA
31081,"SINUSOTOMY FRONTAL; OBLITERATIVE, WITHOU",702.52,585.43,NA,NA,0,90,NA
31084,"SINUSOTOMY FRONTAL; OBLITERATIVE, WITH O",652.61,543.85,NA,NA,0,90,NA
31085,"SINUSOTOMY FRONTAL; OBLITERATIVE, WITH O",703.49,586.25,NA,NA,0,90,NA
31086,"SINUSOTOMY FRONTAL; NONOBLITERATIVE, WIT",633.93,528.28,NA,NA,0,90,NA
31087,"SINUSOTOMY FRONTAL; NONOBLITERATIVE, WIT",623.74,519.79,NA,NA,0,90,NA
31090,"SINUSOTOMY, UNILATERAL, THREE OR MORE PA",562.81,469.01,NA,NA,0,90,NA
31200,"ETHMOIDECTOMY; INTRANASAL, ANTERIOR",314.18,261.82,NA,NA,0,90,NA
31201,"ETHMOIDECTOMY; INTRANASAL, TOTAL",415.47,346.23,NA,NA,0,90,NA
31205,"ETHMOIDECTOMY; EXTRANASAL, TOTAL",492.04,410.04,NA,NA,0,90,NA
31225,MAXILLECTOMY; WITHOUT ORBITAL EXENTERATI,1014.98,845.82,NA,NA,0,90,NA
31230,MAXILLECTOMY; WITH ORBITAL EXENTERATION,1142,951.67,NA,NA,0,90,NA
31231,"NASAL ENDOSCOPY, DIAGNOSTIC, UNILATERAL",110.39,37.24,NA,NA,0,0,NA
31233,"NASAL/SINUS ENDOSCOPY, DIAGNOSTIC WITH M",154.32,67.48,NA,NA,0,0,NA
31235,"NASAL/SINUS ENDOSCOPY, DIAGNOSTIC WITH S",177.25,80.23,NA,NA,0,0,NA
31237,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH BI",191.29,89.47,NA,NA,0,0,NA
31238,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH CO",196.37,97.19,NA,NA,0,0,NA
31239,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DA",379.77,316.48,NA,NA,0,10,NA
31240,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH CO",95.6,79.67,NA,NA,0,0,NA
31241,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH BIO",293.6,244.67,NA,NA,0,0,NA
31253,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH ETH",328.67,273.9,NA,NA,0,0,NA
31254,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH ET",163.7,136.42,NA,NA,0,0,NA
31255,"NASAL/SINUS ENDOSCOPY, SURGICAL; TOTAL",241.89,201.58,NA,NA,0,0,NA
31256,"NASAL/SINUS ENDOSCOPY, SURGICAL, WITH MA",118.91,99.1,NA,NA,0,0,NA
31257,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH ETH",292.48,243.74,NA,NA,0,0,NA
31259,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH ETH",310.14,258.45,NA,NA,0,0,NA
31267,"NASAL/SINUS ENDOSCOPY, SURGICAL, WITH MA",191.26,159.39,NA,NA,0,0,NA
31276,"NASAL/SINUS ENDOSCOPY, SURGICAL WITH FRO",304.56,253.8,NA,NA,0,0,NA
31287,"NASAL/SINUS ENDOSCOPY, SURGICAL, WITH SP",139.42,116.19,NA,NA,0,0,NA
31288,"NASAL/SINUS ENDOSCOPY, SURGICAL, WITH SP",161.57,134.64,NA,NA,0,0,NA
31290,"NASAL/SINUS ENDOSCOPY, SURGICAL, WITH RE",668.58,557.15,NA,NA,0,10,NA
31291,"NASAL/SINUS ENDOSCOPY, SURGICAL, WITH RE",705.88,588.23,NA,NA,0,10,NA
31292,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH ME",579.15,482.63,NA,NA,0,10,NA
31293,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH ME",630.16,525.13,NA,NA,0,10,NA
31294,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH OP",724.22,603.52,NA,NA,0,10,NA
31295,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DI",821.28,136.36,NA,NA,0,0,NA
31296,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DI",1844.81,162.89,NA,NA,0,0,NA
31297,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DI",1828.15,133.47,NA,NA,0,0,NA
31298,"NASAL/SINUS ENDOSCOPY, SURGICAL; WITH DI",1126.06,139.6,NA,NA,NA,0,NA
31299,"UNLISTED PROCEDURE, ACCESSORY SINUSES",NA,NA,NA,BR,0,0,NA
31300,"LARYNGOTOMY (THYROTOMY, LARYNGOFISSURE);",710.76,592.3,NA,NA,0,90,NA
31360,"LARYNGECTOMY; TOTAL, WITHOUT RADICAL NEC",1087.51,906.26,NA,NA,0,90,NA
31365,"LARYNGECTOMY; TOTAL, WITH RADICAL NECK D",1363.38,1136.15,NA,NA,0,90,NA
31367,"LARYNGECTOMY; SUBTOTAL SUPRAGLOTTIC, WIT",1203.68,1003.07,NA,NA,0,90,NA
31368,"LARYNGECTOMY; SUBTOTAL SUPRAGLOTTIC, WIT",1357.18,1130.98,NA,NA,0,90,NA
31370,PARTIAL LARYNGECTOMY (HEMILARYNGECTOMY);,1141.85,951.55,NA,NA,0,90,NA
31375,PARTIAL LARYNGECTOMY (HEMILARYNGECTOMY);,1073.13,894.28,NA,NA,0,90,NA
31380,PARTIAL LARYNGECTOMY (HEMILARYNGECTOMY);,1063.01,885.84,NA,NA,0,90,NA
31382,PARTIAL LARYNGECTOMY (HEMILARYNGECTOMY);,1159.44,966.2,NA,NA,0,90,NA
31390,"PHARYNGOLARYNGECTOMY, WITH RADICAL NECK",1530.67,1275.56,NA,NA,0,90,NA
31395,"PHARYNGOLARYNGECTOMY, WITH RADICAL NECK",1642.2,1368.5,NA,NA,0,90,NA
31400,"ARYTENOIDECTOMY OR ARYTENOIDOPEXY, EXTER",576.31,480.26,NA,NA,0,90,NA
31420,EPIGLOTTIDECTOMY,472.9,394.09,NA,NA,0,90,NA
31500,"INTUBATION, ENDOTRACHEAL, EMERGENCY PROC",63.14,52.62,NA,NA,0,0,NA
31505,"LARYNGOSCOPY, INDIRECT; DIAGNOSTIC (SEPA",49.08,23.67,NA,NA,0,0,NA
31510,"LARYNGOSCOPY, INDIRECT; WITH BIOPSY",122.99,58.81,NA,NA,0,0,NA
31511,"LARYNGOSCOPY, INDIRECT; WITH REMOVAL OF",122.87,61.58,NA,NA,0,0,NA
31512,"LARYNGOSCOPY, INDIRECT; WITH REMOVAL OF",122.27,63.33,NA,NA,0,0,NA
31513,"LARYNGOSCOPY, INDIRECT; WITH VOCAL CORD",NA,NA,NA,BR,0,0,NA
31515,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRA",122.93,53.22,NA,NA,0,0,NA
31520,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRA",90.59,75.5,NA,NA,0,0,NA
31525,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRA",145.85,78.27,NA,NA,0,0,NA
31526,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRA",140,140,NA,NA,0,0,NA
31527,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRA",NA,NA,NA,BR,0,0,NA
31528,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRA",120,120,NA,NA,0,0,NA
31529,"LARYNGOSCOPY DIRECT, WITH OR WITHOUT TRA",NA,NA,NA,BR,0,0,NA
31530,"LARYNGOSCOPY, DIRECT, OPERATIVE, WITH FO",120,120,NA,NA,0,0,NA
31531,"LARYNGOSCOPY, DIRECT, OPERATIVE, WITH FO",160,160,NA,NA,0,0,NA
31535,"LARYNGOSCOPY, DIRECT, OPERATIVE, WITH BI",112.59,93.83,NA,NA,0,0,NA
